PDBID,pK
3ibu,9.15
3i3b,2.23
3idp,8.8
3iej,6.66
3ieo,6.48
3if7,7.21
3ie3,6.68
3ies,9.92
3ifl,8.08
3ifp,7.61
3ifo,7.26
3iet,6.85
3ig6,7.6
3ig7,7.2
3i3d,1.99
3igb,4.42
3ig1,6.14
3igg,7.18
3ihz,6.8
3igp,7.02
3ii5,7.62
3iiw,4.44
3iit,8.02
3iiy,4.8
3igv,7.6
3ij0,4.88
3iae,3.89
3ijg,4.27
3ij1,4.7
3ijh,4.0
3iaf,2.92
3ijy,6.04
3ikd,6.75
3ikc,7.46
3ika,7.85
3ik3,8.7
3ikg,7.24
3ik1,4.85
3ilq,5.21
3ijz,5.22
3imy,9.7
3ime,3.0
3il6,6.57
3imc,2.96
3in3,7.22
3img,2.96
3in4,7.52
3ind,5.82
3il5,5.8
3ine,6.77
3inf,7.4
3iny,3.66
3io7,7.77
3inh,7.7
3iog,5.52
3iob,3.42
3ioc,3.68
3iof,5.22
3iod,4.1
3iok,7.96
3ioe,3.27
3ion,8.1
3iop,7.77
3ip8,2.28
3ip5,6.22
3ip6,6.6
3hhm,7.92
3ip9,5.62
3ipa,6.22
3ioi,6.28
3ipb,6.7
3iph,7.6
3ipe,6.82
3ipx,6.92
3iqg,4.6
3iqi,4.41
3ipq,7.57
3ips,7.19
3ipy,6.29
3iqq,5.54
3iqh,4.59
3ipu,7.32
3isw,4.05
3isj,3.68
3iss,6.05
3iqj,4.93
3iqu,4.77
3iqv,5.18
3itc,1.6
3itu,4.4
3iu7,4.8
3iu8,6.24
3is9,6.42
3itz,8.85
3iu9,6.62
3irx,9.0
3iut,6.34
3iux,7.6
3iub,4.54
3ivc,4.12
3iue,5.82
3ivg,4.3
3ivq,4.12
3ivh,7.33
3iuc,5.66
3ivv,5.43
3ivi,7.92
3iw4,8.68
3iw7,5.64
3iw6,5.48
3iw5,6.08
3iwy,7.28
3ivx,5.74
3ixg,7.57
3jpv,6.92
3iw8,4.87
3ith,8.1
3ixj,9.49
3ixk,8.18
3jpx,3.63
3jdw,3.6
3jq8,4.46
3jq7,5.92
3jrs,4.28
3jq9,6.4
3jqb,6.02
3jrx,9.0
3jqf,4.46
3jsi,8.68
3iww,7.96
3jqa,4.46
3juo,5.07
3juq,4.91
3jup,5.58
3jvk,3.93
3jsw,7.18
3jqg,4.74
3jvs,6.54
3jvr,5.72
3jwr,8.07
3jwq,7.6
3jxw,9.0
3jyj,5.74
3jy0,8.3
3jy9,9.0
3jzb,9.01
3jya,6.89
3jyr,5.54
3jzk,5.91
3jzc,8.53
3juk,4.89
3jzo,8.52
3jzp,6.6
3jzg,4.4
3jzq,6.96
3jzr,7.44
3jzj,3.61
3jzh,3.4
3jzs,8.1
3k00,5.77
3k05,4.85
3k0h,4.6
3k02,5.0
3k15,4.92
3k16,5.8
3k0k,5.43
3jzf,5.3
3k22,7.9
3k23,8.2
3k26,3.4
3k2f,7.2
3jzi,5.3
3k3b,6.7
3k27,4.44
3k3i,5.72
3k3j,4.9
3k3e,7.66
3k3g,2.85
3k41,0.82
3k3h,7.06
3k4q,5.34
3k39,8.08
3k48,6.31
3k54,9.0
3k5c,7.77
3k5d,7.28
3k5v,6.3
3k5g,8.6
3k3a,7.08
3k5k,7.64
3k5u,6.51
3k5f,5.43
3k5x,6.41
3k8d,5.77
3k5i,4.7
3k8c,2.92
3k97,8.0
3k4d,5.11
3k99,7.22
3k7f,7.7
3k83,7.66
3k98,9.0
3ka2,6.62
3k84,8.52
3k9x,8.4
3kac,3.13
3kab,3.2
3k8o,11.07
3kad,5.12
3kag,5.18
3k1j,6.4
3kaf,6.08
3kah,6.59
3kai,5.41
3k8q,11.28
3kce,4.8
3kb3,6.82
3kba,7.8
3kcf,7.46
3kck,9.1
3kb7,8.15
3kdb,9.85
3kdc,9.28
3kc3,6.8
3kd7,3.7
3kdd,8.46
3kec,7.24
3kdm,7.0
3kej,7.12
3kek,8.36
3kdt,6.59
3kdu,6.46
3kf4,9.3
3ken,5.4
3kfn,4.74
3kc1,9.0
3kf7,7.4
3kc0,7.92
3ked,2.44
3kga,7.21
3kfa,7.6
3kgp,2.57
3kfc,8.55
3kgq,2.3
3kgu,5.92
3kiv,4.7
3khv,1.85
3kgt,5.51
3kid,3.18
3kig,6.61
3kjd,8.54
3kku,5.7
3kjf,4.87
3kl8,6.92
3kjn,5.19
3kjq,5.88
3kmc,6.4
3kl6,8.46
3kme,6.14
3kmm,9.7
3km4,8.89
3koo,7.82
3kmy,4.49
3khj,7.55
3kpv,3.74
3kn0,3.6
3kqa,4.85
3kpw,4.85
3kqe,8.09
3kqp,3.42
3kqd,9.4
3kqb,9.3
3kmx,4.82
3kqc,8.66
3kqs,5.2
3kqt,5.34
3kqm,3.77
3kqo,3.85
3kqy,4.82
3kr0,4.7
3kr1,5.74
3kr8,8.1
3kr2,5.14
3krj,8.96
3krl,9.1
3krr,9.32
3krd,8.17
3kry,10.0
3kqr,4.43
3ktr,6.15
3kvx,6.83
3kvw,6.89
3kw9,9.0
3kwa,4.08
3krx,7.38
3ksl,4.52
3ksq,9.42
3kwb,7.77
3kx1,7.0
3kwz,8.4
3kxz,7.46
3kyf,6.78
3kyq,4.22
3kyr,6.72
3kyg,7.46
3kze,3.95
3l0e,8.0
3kr4,7.6
3kwf,8.17
3kwj,9.3
3l0v,7.64
3l0k,4.62
3l1n,5.63
3l0n,2.77
3k37,8.92
3l13,7.82
3l1s,8.7
3l38,7.0
3l16,7.48
3l17,8.28
3l3a,6.38
3l3l,7.48
3l08,10.22
3l3n,8.18
3l3x,6.15
3l3z,4.87
3l3q,7.27
3l3m,8.22
3l2y,4.49
3l4u,7.52
3l4t,5.42
3l4w,6.0
3l4v,6.72
3l4x,6.89
3l54,8.15
3l58,8.1
3l59,3.7
3l4y,7.0
3l4z,6.72
3l5r,7.42
3l5e,7.57
3l5b,3.91
3kbz,6.91
3l5c,5.15
3l5d,4.11
3l6h,5.4
3l5f,6.22
3l6f,6.99
3l6x,4.4
3kpu,3.16
3l81,4.53
3l8s,7.0
3kqw,4.01
3l7a,4.33
3l7b,2.4
3l8v,8.1
3l79,2.46
3l8x,8.0
3l7d,2.18
3l7c,2.44
3lbj,4.96
3l9h,8.1
3lbk,6.04
3l9n,8.07
3l9m,7.3
3lbl,7.44
3l9l,6.78
3lau,4.52
3lcd,7.4
3lbz,3.86
3lco,6.84
3lc3,5.23
3lc5,6.57
3lcu,3.52
3l7g,3.3
3lcv,4.74
3lce,3.81
3le9,8.22
3ldp,5.62
3ldq,5.36
3lea,9.1
3le8,6.07
3le6,7.46
3krw,7.38
3ldw,7.97
3lgl,6.05
3lf0,5.71
3lfn,5.5
3lfs,5.6
3lhs,9.0
3lhg,7.7
3lgp,8.7
3lgs,4.61
3lik,8.72
3li2,9.0
3lhj,9.51
3lil,8.08
3lir,6.92
3liw,7.6
3ljg,7.73
3kv2,7.32
3ljj,6.52
3lj7,8.34
3ljo,6.62
3ljz,8.14
3ljt,6.89
3lk1,4.26
3lk0,3.16
3lka,2.82
3lk8,7.71
3lj3,9.03
3lkz,6.15
3lle,4.97
3lkj,4.6
3lmp,6.21
3lnj,6.66
3lkh,6.1
3ll8,6.4
3llm,4.74
3lnz,9.31
3lm1,4.7
3lnk,5.94
3lok,6.92
3lox,8.1
3loo,6.07
3lmk,5.94
3lpb,7.38
3lp0,6.96
3lp1,6.92
3lp4,4.88
3lp2,6.66
3lp7,5.44
3lpr,5.96
3kr5,7.89
3lpj,6.92
3lpi,8.52
3lpt,4.91
3lpp,6.22
3lpk,9.1
3lpu,5.86
3lq5,6.96
3lq8,9.4
3lqj,5.37
3lqi,5.16
3lpl,5.62
3lrh,7.35
3luo,6.95
3ls4,6.3
3lvp,8.7
3lpf,6.68
3lw0,6.4
3lxe,6.6
3lvw,2.67
3lpg,6.16
3lxk,9.8
3lxo,4.82
3lxs,8.1
3lxl,8.3
3lq4,5.22
3ly2,8.3
3lzs,10.96
3lzb,7.2
3lzv,10.59
3lzu,10.06
3m11,7.37
3lxg,8.14
3m17,7.4
3lzz,3.84
3m1k,5.39
3m35,7.22
3m36,9.82
3m2w,8.52
3m3c,4.06
3m37,9.04
3m3o,3.6
3m1s,9.0
3m3e,4.43
3m3x,6.82
3m53,5.31
3m3z,5.73
3m40,6.77
3m54,5.89
3m55,6.21
3m56,4.15
3m57,5.4
3lq2,5.22
3m58,5.48
3m59,5.24
3m5a,4.96
3m6f,8.6
3m5e,7.37
3m6p,8.35
3m6q,7.32
3m6r,7.49
3m67,6.74
3m93,6.62
3m3r,6.32
3m94,5.08
3m9f,11.15
3m89,6.16
3ma3,7.22
3m96,7.22
3mam,4.12
3m8u,4.89
3m2u,7.0
3mag,4.07
3mb6,7.0
3mb7,6.7
3max,6.05
3m8p,8.68
3mbp,6.8
3m8q,9.52
3mbz,5.8
3mdz,9.1
3mea,6.3
3me9,6.3
3met,6.0
3meu,6.3
3mct,4.07
3mbl,7.74
3mhc,7.96
3mfv,2.52
3mfw,3.52
3mf5,5.36
3mhi,6.7
3mg0,9.25
3mhl,7.25
3mg4,9.3
3mhm,7.0
3mhw,2.3
3mho,6.49
3mg7,7.89
3miy,7.68
3mj2,7.82
3mj1,7.82
3mg8,8.92
3mi2,7.77
3mj5,6.49
3mkf,4.77
3mke,5.66
3mi3,5.45
3ml2,8.05
3ml5,8.52
3mjl,2.44
3ml4,5.33
3mlb,4.8
3mmf,7.43
3mle,5.24
3mks,5.72
3mkn,4.12
3mo0,6.81
3mna,7.39
3mn8,6.17
3mnu,7.32
3mo2,6.61
3mo8,3.1
3mo5,6.87
3mof,3.07
3mpm,7.52
3mmr,4.96
3mp1,6.1
3moe,4.3
3moh,2.84
3mpt,6.6
3mp6,5.96
3ms9,5.22
3msj,3.11
3mrt,3.7
3mrv,3.74
3mrx,3.39
3ms2,3.72
3mqf,5.24
3msk,4.59
3mss,4.66
3msl,5.15
3ms7,3.43
3muf,6.49
3ms4,3.28
3msc,3.31
3mt9,4.59
3muk,3.42
3mt7,4.03
3mt8,4.55
3mv5,6.74
3mtw,7.04
3mvj,5.49
3mvh,9.3
3mvl,7.89
3mvm,8.41
3mxc,6.54
3mta,4.3
3mw1,9.09
3mww,7.24
3mxd,8.83
3mwu,8.05
3mxe,10.01
3mxf,7.31
3mwe,1.54
3mxr,4.95
3mxs,5.01
3mxy,6.41
3myg,10.7
3myq,7.52
3my5,4.19
3mz3,7.83
3my1,5.45
3mz6,7.2
3n0h,6.21
3mzc,6.65
3n0n,7.3
3mv0,3.85
3mtb,4.63
3n1v,3.3
3mtd,3.47
3n2e,4.96
3n2u,7.84
3n1w,3.3
3n2p,7.82
3n2v,7.51
3n35,3.37
3n1c,5.22
3n3g,7.24
3n23,8.52
3n3j,8.48
3n4c,8.02
3n3l,3.3
3n45,3.3
3n4b,7.02
3n46,4.3
3n49,5.15
3n51,7.82
3n4l,7.23
3n5e,6.82
3n5j,5.22
3n5h,5.7
3n5u,5.92
3n7h,4.5
3n6k,6.74
3n7o,7.14
3muz,3.46
3n7s,7.7
3n7r,7.7
3n7a,3.7
3n76,6.85
3n87,4.96
3n2c,5.12
3n5k,9.7
3n9r,7.15
3n86,5.64
3nal,8.1
3n8n,4.57
3n9s,5.26
3nam,8.46
3nb5,7.74
3n8k,4.05
3ncg,6.82
3nan,8.22
3nc9,6.48
3ncq,5.36
3ncr,4.11
3nba,3.41
3nee,5.34
3nef,5.94
3neg,5.94
3neo,5.92
3ncz,7.82
3new,5.0
3nes,5.62
3ndm,7.96
3nex,6.0
3nf6,3.53
3nf8,3.0
3nf3,6.2
3nfk,3.8
3nf7,3.47
3nfl,4.38
3nc4,4.58
3nf9,3.54
3nhi,8.43
3nht,7.01
3mg6,7.89
3nga,8.0
3nij,4.89
3nii,4.23
3nin,4.91
3ng4,5.43
3ni5,7.55
3n75,7.89
3nik,3.45
3nil,3.46
3njq,4.89
3nim,4.75
3njy,5.77
3nkk,4.7
3nlb,7.46
3nk8,3.0
3nmq,9.7
3nm6,1.35
3nnv,7.57
3nkx,5.12
3nok,4.19
3nnu,7.32
3nq3,3.78
3nq9,4.03
3nnw,8.05
3npc,8.34
3nnx,7.96
3nrm,8.4
3ns7,8.33
3ns9,8.52
3nif,5.1
3nth,4.32
3nti,5.22
3ntp,4.92
3nsh,6.33
3nsq,5.21
3nu3,9.82
3np7,4.02
3nu4,8.82
3np9,4.4
3nox,8.66
3nu5,8.35
3nu6,9.3
3nsn,7.19
3nu9,9.05
3nuj,9.39
3nus,3.51
3nuo,9.8
3nuu,3.77
3nuy,3.46
3nw9,9.0
3nw7,8.28
3nw6,8.15
3nwe,7.6
3nw5,5.08
3ny3,4.71
3nwb,7.96
3nx7,8.1
3nww,8.15
3nrz,5.34
3nw3,6.49
3nzc,7.02
3nyx,7.49
3nyd,3.48
3nyn,6.0
3nzk,9.27
3nxq,8.15
3o0u,7.92
3nzi,5.59
3o0j,7.19
3o1d,5.74
3o1e,5.74
3o0g,6.22
3nzs,7.12
3nzu,8.85
3o1g,9.0
3o2m,4.8
3o0e,5.74
3o3j,6.4
3o23,6.3
3o56,9.1
3o57,10.1
3o4k,7.62
3o5x,5.28
3nzw,5.82
3o64,9.4
3o6t,5.22
3nzx,5.17
3o6l,7.51
3o4l,5.09
3o5n,4.76
3o6m,7.48
3o84,7.24
3o86,7.15
3o75,6.68
3o87,7.6
3o88,6.37
3o8g,5.13
3o8p,6.46
3o99,10.82
3o96,7.24
3o9a,10.7
3o9b,12.3
3o9d,10.72
3o9c,12.05
3o8h,6.24
3o9e,11.3
3o9f,12.7
3o9g,12.3
3o9h,12.1
3o9i,11.82
3oaf,8.8
3o9l,9.66
3o9p,6.52
3oad,9.62
3oap,6.26
3ob0,3.0
3oag,9.51
3oay,1.7
3ob1,5.42
3obq,3.54
3o95,8.28
3ob2,4.59
3obu,4.3
3obx,3.89
3oaw,8.15
3ocg,8.52
3ocp,7.57
3ocb,8.3
3od0,7.92
3odk,3.14
3oct,8.3
3odi,7.82
3o9v,7.74
3odl,7.21
3oe4,7.47
3oe5,6.88
3of8,9.22
3ocz,7.46
3odu,8.14
3oe6,8.09
3oc0,6.28
3oe0,8.6
3oe9,8.18
3og7,7.51
3ogp,7.44
3ogq,7.52
3oev,8.13
3ogm,7.32
3oe8,8.14
3oik,6.17
3oil,5.68
3ogx,6.48
3ohf,7.03
3oim,6.74
3oeu,7.51
3ok9,11.23
3okh,5.24
3oka,4.72
3ohi,4.85
3oki,7.15
3okc,4.44
3ohh,7.74
3oku,6.36
3okv,6.23
3okp,4.72
3olf,7.7
3ole,7.83
3oj8,8.36
3omc,5.0
3omg,4.72
3oob,4.67
3old,5.9
3olg,7.84
3omm,7.43
3oof,7.3
3ook,8.4
3oli,7.38
3oot,8.7
3opp,6.28
3ooz,7.85
3opr,6.59
3oq5,4.55
3oqf,7.04
3oqk,6.38
3osi,5.22
3osw,6.15
3ot3,8.3
3ot8,8.05
3os3,6.63
3orn,9.62
3ov1,5.2
3oui,4.9
3ouh,7.1
3ouj,6.05
3otx,4.53
3otq,7.39
3ove,6.57
3ovn,2.55
3ovz,8.06
3ovx,7.51
3ow4,7.66
3owb,7.72
3otf,6.08
3ow6,6.66
3ow3,6.13
3owj,6.07
3owd,7.52
3oxc,8.41
3owk,5.82
3owl,6.17
3own,7.47
3oy8,3.66
3oy0,8.0
3oxz,8.07
3oxi,5.66
3oy1,7.8
3oz1,8.7
3oyp,8.7
3oy3,7.45
3oyw,4.11
3oyq,7.99
3oys,8.05
3ozj,5.11
3ozr,5.15
3ozt,4.13
3ozs,5.33
3p1d,2.64
3p0g,10.08
3p17,4.48
3p2h,5.44
3p2e,6.22
3p2k,4.7
3p3g,9.74
3ozg,9.19
3ozp,6.62
3p3j,7.92
3p3h,7.44
3oyn,7.6
3p44,8.01
3p3s,7.59
3p3r,7.25
3p23,4.42
3p3u,6.48
3p4f,5.66
3p3t,7.24
3p4v,5.1
3p55,7.1
3p58,7.6
3p5o,7.26
3p4q,6.52
3p5k,7.12
3npa,3.87
3p4r,2.72
3p5l,7.39
3p76,8.68
3p78,6.96
3p79,5.64
3p7a,6.28
3p7b,7.74
3p50,4.62
3p8n,9.28
3p8e,5.15
3p4w,4.57
3p8o,8.72
3p7c,7.66
3p8p,4.55
3p7i,7.7
3p8h,5.3
3p9h,5.06
3p9j,7.51
3p9l,5.3
3p9m,5.0
3p8z,6.09
3p9t,6.2
3pa3,9.0
3pa5,8.7
3pb3,6.22
3pa4,8.52
3pab,4.7
3pa8,5.75
3pb8,5.24
3pax,5.0
3pb9,6.58
3pb7,5.74
3pbb,7.02
3pcb,2.4
3pcc,3.62
3pce,2.0
3pcu,5.29
3pd2,5.47
3pd4,4.48
3pd3,4.44
3pd8,6.46
3pcj,7.22
3pdh,6.74
3pck,6.7
3pdq,6.74
3pdc,7.49
3pd9,6.22
3pcn,3.66
3pe1,9.65
3pgl,5.3
3peq,7.5
3pe2,9.76
3o7u,7.28
3pgu,6.7
3pix,7.0
3piy,6.54
3piz,5.46
3pi5,6.02
3pj1,7.32
3pj8,7.4
3pj2,5.14
3phe,7.8
3pj3,5.25
3pjc,7.57
3pka,6.27
3pkb,6.21
3pjt,4.88
3pkc,6.02
3pkd,6.12
3pkn,4.66
3plu,5.77
3pju,4.88
3pfp,6.44
3pke,3.6
3pma,5.4
3pjg,3.55
3pn4,6.85
3pm1,5.93
3pn3,6.4
3poa,7.0
3pn1,6.96
3po1,4.02
3po6,7.06
3ppj,8.7
3poz,7.64
3ppk,8.85
3ppo,5.3
3pp0,7.96
3pp1,8.49
3ppp,5.22
3ppq,4.55
3ppr,2.82
3pqz,4.46
3prf,8.85
3prs,7.82
3ps1,10.17
3ppm,9.54
3psb,8.52
3prz,7.59
3pr0,9.54
3opm,6.62
3psd,8.52
3psl,6.89
3ps6,7.74
3pty,5.44
3ptg,7.6
3pup,8.22
3puk,4.74
3pwd,6.66
3pp7,3.94
3puj,4.51
3pwh,8.72
3pwm,9.1
3pwk,3.35
3pww,7.32
3px8,3.64
3px9,3.42
3pxe,5.7
3pvw,7.27
3pxf,4.43
3pxy,5.23
3pvu,6.54
3pxq,4.43
3oyl,6.7
3pxz,5.23
3py1,6.89
3py0,6.89
3pyy,6.86
3q0z,7.7
3pz2,6.14
3pz1,6.14
3pz3,6.85
3pz4,8.22
3q1x,5.33
3q2h,9.16
3q2g,8.46
3q2m,3.8
3q32,8.74
3q3k,8.13
3q3b,7.76
3q3t,7.43
3q2j,4.18
3q4b,9.33
3q4c,6.43
3q5h,6.25
3q4j,6.21
3q43,7.37
3q44,6.31
3q4k,7.05
3q6s,6.74
3q5u,4.31
3q6k,8.37
3q6z,3.72
3q6w,7.57
3q71,5.22
3q72,5.8
3q7p,5.8
3q77,8.22
3q7q,5.65
3q4l,7.26
3q8d,7.22
3q2a,5.3
3qaa,11.54
3qa2,6.68
3q8h,4.15
3q92,7.92
3q7j,4.52
3q96,8.54
3qbc,4.97
3qak,8.32
3qai,8.1
3qbn,8.23
3qar,6.49
3qbh,6.82
3qc4,8.7
3qcf,5.6
3qaq,7.0
3qce,5.6
3qch,5.48
3qci,5.42
3qcj,6.3
3qcl,5.4
3qcq,6.8
3qcs,6.5
3qck,5.24
3qcx,7.2
3qcy,7.7
3qd0,8.5
3qc9,6.06
3qd3,8.0
3qd4,8.2
3qdd,8.77
3qfd,4.17
3qem,7.22
3qel,6.49
3pcg,2.3
3qgw,5.89
3pcf,6.05
3qgy,7.8
3qg6,9.14
3qfv,5.77
3qi1,7.66
3qin,6.87
3qi3,3.78
3qfy,6.12
3qio,6.84
3pch,5.4
3qfz,3.24
3qiy,5.34
3qi4,3.93
3qiz,5.21
3qkd,8.38
3qj0,5.2
3qip,6.89
3qkk,6.52
3qkl,8.05
3ql9,6.3
3qkm,7.42
3qlc,5.43
3qlm,6.37
3qj9,7.0
3qk0,8.7
3qk5,7.74
3qlb,8.43
3qn7,6.8
3qmk,6.1
3qo2,6.85
3qnj,6.0
3qpn,7.77
3qkv,7.44
3qnd,4.85
3qo3,6.9
3qox,6.57
3qpo,6.61
3qpp,7.92
3qps,5.6
3qqs,5.82
3qqk,4.82
3qqu,8.62
3qqa,5.82
3qri,9.1
3qrj,8.4
3qrk,7.24
3qs8,4.74
3qs4,4.68
3qs5,4.71
3qo9,5.92
3qsd,7.19
3qs6,4.89
3qtf,6.96
3qti,7.85
3qto,4.13
3qt6,5.37
3qsb,5.08
3qtq,5.51
3qtr,6.03
3qt7,7.31
3qts,5.51
3qtv,4.65
3qtu,7.15
3qtw,6.19
3qs1,7.96
3qtx,7.15
3qu0,7.7
3qvu,3.55
3qup,6.32
3qtz,7.3
3qvv,4.42
3que,8.82
3qx8,2.86
3qw5,6.45
3qx5,4.2
3qw6,3.52
3qx9,4.05
3qw8,5.1
3qwc,4.26
3qw7,5.74
3qxt,5.22
3qxm,7.48
3qxv,8.4
3qzt,4.0
3qxd,6.15
3qxp,7.7
3qxc,5.77
3qxh,5.24
3qyy,5.08
3qzv,4.16
3qzq,5.64
3r00,5.07
3r01,5.24
3r0h,5.92
3r04,6.92
3r0y,4.84
3r02,9.0
3r0w,4.52
3r1v,6.92
3r0t,9.04
3r16,7.3
3r21,6.74
3r17,6.41
3r2b,8.4
3r22,7.77
3r42,4.08
3r2y,8.07
3r2f,8.85
3r24,5.25
3r2a,6.12
3r4m,5.92
3r4n,6.89
3r4o,8.15
3r5j,6.96
3r5m,4.34
3r4p,7.96
3r0i,6.92
3r5n,5.78
3r6c,4.72
3r5t,8.58
3r6t,5.86
3r6u,4.52
3r6g,7.6
3r7n,6.15
3r7o,8.36
3r7b,6.15
3r8u,5.3
3r88,4.82
3r8v,5.54
3r8z,4.31
3r8i,5.35
3r91,7.04
3r93,6.51
3r92,7.02
3r7q,6.97
3r7r,8.74
3r9n,5.85
3r9d,4.15
3r9h,4.0
3r9o,4.0
3rbq,6.27
3rah,7.92
3ral,7.0
3rcj,6.1
3rak,6.89
3rdq,9.31
3rdo,9.85
3rdv,4.91
3rcd,7.77
3rde,7.46
3rbm,6.57
3re4,7.4
3rey,8.0
3rdh,5.03
3rhx,6.08
3ri1,5.3
3rf5,5.63
3rhk,6.26
3rf4,6.25
3rin,8.89
3rj7,7.6
3rik,2.47
3rbu,9.43
3rjc,5.24
3rk5,5.4
3rjm,6.61
3rjw,7.57
3rk7,6.7
3rk9,6.28
3rkz,7.08
3rl4,5.42
3rl7,4.74
3rkb,6.42
3rl3,7.17
3rlb,9.92
3rlp,7.08
3rg2,4.2
3rl8,5.98
3rlq,7.4
3rlr,7.52
3rm8,6.15
3rm9,4.77
3rm4,5.77
3rme,4.66
3rmf,4.09
3rni,5.17
3ro4,6.23
3roc,8.19
3rpr,4.0
3ro0,4.5
3rpv,7.15
3rq7,7.77
3ril,3.84
3rqf,4.41
3rpy,5.32
3rsb,6.4
3rsv,9.15
3rqe,4.77
3rsx,4.41
3rr4,4.55
3rqg,4.64
3rt6,7.15
3rt8,6.35
3rth,5.21
3rqw,2.7
3rt4,8.8
3rtm,4.42
3rtf,7.35
3rsr,4.36
3rti,7.37
3rtn,7.13
3rul,6.85
3rtp,8.15
3rtx,3.86
3rse,7.0
3ru1,4.85
3run,5.44
3rum,5.77
3rv8,4.92
3rv9,4.92
3rv6,4.68
3rux,9.28
3rv7,4.85
3rvg,8.3
3rvi,7.96
3rwc,8.12
3rwd,8.0
3rup,1.57
3rw9,5.96
3rv3,2.0
3rv4,2.3
3rwe,7.37
3rwf,6.52
3rwg,8.55
3rwq,7.46
3rwp,9.22
3rwi,6.94
3rwj,7.8
3rwh,7.4
3rxa,2.85
3rxb,2.66
3rxd,3.73
3rxe,4.76
3rx5,6.27
3rxf,2.6
3rx7,6.03
3rxh,1.8
3rx8,6.21
3rxi,3.06
3rxg,2.15
3rxo,4.08
3rxj,3.06
3rxp,2.08
3rxk,2.68
3rxl,2.62
3rxm,3.63
3ryv,7.07
3ryy,7.42
3ry8,3.34
3ryj,7.8
3ryx,8.14
3ryz,8.62
3rz3,5.76
3rz0,7.55
3rz5,7.89
3rz1,8.74
3s0b,6.49
3rz8,8.17
3rz7,8.96
3rzb,4.0
3s0e,6.55
3s0d,7.05
3rz9,6.92
3ryw,6.24
3s0n,6.74
3s00,4.92
3s0o,4.48
3s1y,6.22
3s1h,4.77
3s2p,7.17
3s2o,5.05
3s22,5.46
3s1g,5.19
3s3i,7.8
3s3k,4.01
3s2v,6.8
3s3q,8.77
3s3r,8.68
3s3v,6.23
3rzi,5.33
3s43,8.6
3s45,8.49
3s4q,8.4
3s0j,3.77
3s53,9.64
3s54,9.64
3s56,9.62
3s3m,7.4
3s68,8.66
3s3n,7.06
3s73,8.7
3s3o,7.57
3s72,6.4
3s74,8.4
3s71,8.64
3s7a,8.96
3s75,6.82
3s77,7.21
3s76,5.05
3s5y,7.41
3s78,6.47
3s8l,5.64
3s8n,6.21
3s8o,6.85
3s7l,7.1
3s7f,5.43
3s8x,7.3
3s7m,8.0
3s7b,6.3
3s9t,6.82
3s9e,5.13
3s9i,5.7
3sap,7.59
3sbh,7.28
3s9z,6.22
3sad,5.96
3sax,6.57
3sc1,4.38
3saz,6.1
3sbi,7.92
3s9y,6.44
3sdg,5.55
3sfc,8.52
3sb0,5.26
3sff,6.7
3sfh,7.05
3sd5,6.58
3sgt,3.82
3sgv,4.46
3sfi,6.4
3sgx,5.49
3sdi,8.33
3shb,6.03
3sfg,6.06
3sh0,5.66
3shv,6.66
3sha,5.59
3shc,5.72
3sdk,6.8
3shz,7.44
3si3,4.16
3si4,3.88
3shy,7.04
3sjo,5.78
3sji,5.69
3sh1,7.39
3sie,7.88
3shj,7.47
3sk2,3.61
3skc,8.8
3sio,8.0
3skf,8.3
3ska,7.49
3sjt,6.06
3ske,7.77
3skg,8.1
3sl4,7.57
3sl5,7.66
3skh,6.05
3sl8,6.54
3slz,6.99
3sm1,5.84
3skk,4.47
3sm2,9.7
3sl0,2.7
3sjf,7.64
3sl1,3.59
3sn7,9.15
3sm0,6.13
3sn8,5.65
3sna,4.14
3snb,4.38
3smq,5.02
3snl,9.15
3snc,4.39
3so6,5.39
3so9,8.56
3sou,5.68
3sow,5.14
3sni,7.96
3soq,4.57
3spf,3.86
3sov,4.21
3snd,5.08
3srg,5.7
3sqq,5.32
3sr4,6.54
3srv,7.5
3st5,11.3
3st6,3.62
3std,11.11
3su0,6.79
3srb,4.19
3str,8.4
3src,3.89
3su1,6.68
3su3,9.13
3su2,7.35
3su4,6.26
3su5,5.58
3stj,4.8
3sud,9.85
3su6,6.02
3sue,9.08
3suf,7.56
3sug,6.21
3sut,7.85
3suw,4.7
3sur,4.15
3sus,4.15
3suu,8.52
3sv7,6.08
3sv2,4.19
3sv6,7.46
3sv8,7.91
3spk,8.52
3sv9,5.0
3suv,4.55
3svj,6.93
3sw8,4.5
3svv,6.94
3sw9,5.38
3sw2,8.33
3sxu,5.05
3sxf,8.6
3sx9,8.89
3sz1,4.66
3szm,6.4
3sz9,5.27
3t03,6.8
3szb,4.92
3t01,4.48
3sww,8.4
3t0m,3.94
3sym,4.57
3t0w,7.3
3syr,5.1
3t0x,8.0
3sx4,8.52
3t07,7.8
3t0l,4.52
3t19,8.66
3t0t,7.04
3t1l,3.26
3t1m,3.04
3t1n,6.1
3t08,3.04
3t2t,2.4
3t0b,4.3
3t1a,8.37
3t2w,7.46
3t09,3.8
3t3c,10.23
3t2v,6.99
3s2a,8.09
3t0d,2.37
3s6t,7.35
3t3u,8.6
3t3d,4.91
3t3v,8.52
3t3y,5.47
3t4h,5.28
3t4v,6.3
3t3e,5.99
3t4n,4.14
3t4p,5.19
3t5i,6.82
3t5u,7.59
3t3h,5.71
3t3i,4.77
